CC,Vendor,PO #,Vendor Ref,Order Date,PO Line,Seq,Required Date,WH,Part Code,Part Desc,UOM,Order Qty,Accepted Qty,Outstanding Qty
70,JAVN2993,254487,.,2025-11-27 00:00:00,1,1,2025-12-05 00:00:00, ,7CONSTOOL,Consumables - Tooling  ,EA,8,0,8
70,JAVN2997,253567,.,2025-10-08 00:00:00,1,1,2025-10-15 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN2997,254395,.,2025-11-24 00:00:00,1,1,2025-12-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN2997,254396,.,2025-11-24 00:00:00,1,1,2025-12-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN3031,253688,.,2025-10-14 00:00:00,1,1,2025-10-29 00:00:00, ,7QAGAUGES,Gauges for Quality Assurance,EA,3,0,3
70,JAVN3031,253860,.,2025-10-23 00:00:00,1,1,2025-10-31 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN3037,254890,.,2025-12-17 00:00:00,1,1,2025-12-22 00:00:00,N7,JLP10802004,4 ELEMENT MIXER CARTRIDGE  ,EA,5,0,5
70,JAVN3037,254895,.,2025-12-17 00:00:00,1,1,2025-12-23 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN3051,254885,.,2025-12-17 00:00:00,1,1,2026-01-05 00:00:00, ,SCTB25COUPG,GALVANISE CTB25COUPG  ,EA,500,0,500
70,JAVN3051,254885,.,2025-12-17 00:00:00,2,1,2026-01-05 00:00:00, ,SCTB25NUTDG,GALVANISE CTB25NUTDG  ,EA,1500,0,1500
70,JAVN3051,254885,.,2025-12-17 00:00:00,3,1,2026-01-05 00:00:00, ,SCTB32COUPG,GALVANISE CTB32COUPG  ,EA,500,0,500
70,JAVN3051,254885,.,2025-12-17 00:00:00,4,1,2026-01-05 00:00:00, ,SCTB28COUPG,GALVANISE CTB28COUP  ,EA,500,0,500
70,JAVN3051,254885,.,2025-12-17 00:00:00,5,1,2026-01-05 00:00:00, ,SJTNUTDOMEDG,DOMED NUT M6 JTech  ,EA,10000,0,10000
70,JAVN3070,254872,.,2025-12-16 00:00:00,1,1,2026-01-05 00:00:00, ,7RPRMTCEELECT,Repair & Maint Electrical  ,EA,1,0,1
70,JAVN3070,254873,.,2025-12-16 00:00:00,1,1,2026-01-05 00:00:00, ,7RPRMTCEELECT,Repair & Maint Electrical  ,EA,1,0,1
70,JAVN3070,254874,.,2025-12-16 00:00:00,1,1,2026-01-05 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN3074,253422,.,2025-09-29 00:00:00,1,1,2025-10-07 00:00:00, ,7CONSMAINT,Consumables - Maint Dept  ,EA,1,0,1
70,JAVN3078,254192,.,2025-11-10 00:00:00,5,1,2026-01-01 00:00:00,NT,CENT25150,CENTRALISER T/S 25MM & 28MM BAR & 140MM OD SUIT 150MM HOLE  ,EA,4000,0,4000
70,JAVN3078,254192,.,2025-11-10 00:00:00,6,1,2026-01-01 00:00:00,NT,CENT7040,INTERNAL SPACER SUIT 40MM BAR & 80MM ID SHEATH  ,EA,3000,0,3000
70,JAVN3078,254192,.,2025-11-10 00:00:00,7,1,2026-01-01 00:00:00,NT,CENT901212,Extern Spacer suit 80mm Sheath and 140mm Hole  ,EA,2000,0,2000
70,JAVN3078,254661,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,CENT6025,INTERNAL SPACER SUIT 25MM BAR & 65MM ID SHEATH  ,EA,3000,0,3000
70,JAVN3090,253115,.,2025-09-11 00:00:00,1,1,2025-09-18 00:00:00, ,7RPRMTCEFORK,Rep & Mtce - Forklift  ,EA,1,0,1
70,JAVN3090,253304,.,2025-09-22 00:00:00,1,1,2025-09-30 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN3090,253304,.,2025-09-22 00:00:00,2,1,2025-09-30 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN3090,253402,.,2025-09-28 00:00:00,1,1,2025-10-06 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN3091,253820,.,2025-10-22 00:00:00,1,1,2025-10-30 00:00:00, ,7COMPHARDWARE,Computer Hardware  ,EA,1,0,1
70,JAVN3098,252235,.,2025-07-21 00:00:00,1,1,2025-07-29 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN3119,252629,Samantha 130825,2025-08-13 00:00:00,1,1,2025-09-01 00:00:00, ,7PROMCOAL,Promotional Goods Coal  ,EA,160,0,160
70,JAVN3119,252629,Samantha 130825,2025-08-13 00:00:00,2,1,2025-09-01 00:00:00, ,7PROMHR,Promotional Goods Hardrock  ,EA,160,0,160
70,JAVN3119,252629,Samantha 130825,2025-08-13 00:00:00,3,1,2025-09-01 00:00:00, ,7PROMCT,Promotional Goods C&T  ,EA,30,0,30
70,JAVN3119,252629,Samantha 130825,2025-08-13 00:00:00,4,1,2025-09-01 00:00:00, ,HPA,,EA,50,0,50
70,JAVN3119,252629,Samantha 130825,2025-08-13 00:00:00,5,1,2025-09-01 00:00:00, ,JENNCHEM,,EA,100,0,100
70,JAVN3127,253059,.,2025-09-08 00:00:00,1,1,2025-09-10 00:00:00, ,HOURS,,EA,40,0,40
70,JAVN3127,253059,.,2025-09-08 00:00:00,2,1,2025-09-10 00:00:00, ,HOURS,,EA,40,0,40
70,JAVN3127,254553,.,2025-12-02 00:00:00,1,1,2026-02-28 00:00:00, ,HOURS,,EA,40,0,40
70,JAVN3142,253952,.,2025-10-28 00:00:00,1,1,2025-11-19 00:00:00, ,7RPRMTCETHREAD,Repair & Mtce Threading  ,EA,1,0,1
70,JAVN3159,254858,.,2025-12-15 00:00:00,1,1,2025-12-23 00:00:00, ,7PREPAIDEXP,Prepaid general expenses  ,EA,8,0,8
70,JAVN3159,254858,.,2025-12-15 00:00:00,2,1,2025-12-23 00:00:00, ,7PREPAIDEXP,Prepaid general expenses  ,EA,12,0,12
70,JAVN3159,254858,.,2025-12-15 00:00:00,3,1,2025-12-23 00:00:00, ,7PREPAIDEXP,Prepaid general expenses  ,EA,24,0,24
70,JAVN3159,254858,.,2025-12-15 00:00:00,4,1,2025-12-23 00:00:00, ,7PREPAIDEXP,Prepaid general expenses  ,EA,180,0,180
70,MV0060,250333,.,2025-04-02 00:00:00,1,1,2025-04-10 00:00:00, ,7COMPSOFT,Computer Software  ,EA,3,0,3
72,JAVN0054,254551,.,2025-12-02 00:00:00,2,1,2025-12-17 00:00:00,QF,HSAC840219DRBR,JBar 21.9MM HSAC840 JX  ,TONN,154,43.145,110.855
72,JAVN0054,254551,.,2025-12-02 00:00:00,3,1,2025-12-17 00:00:00,QF,HSAC840217DRBR,JBar 21.7MM HSAC840 JBX  ,TONN,44,0,44
72,JAVN0054,254551,.,2025-12-02 00:00:00,4,1,2025-12-17 00:00:00,QF,HSAC840217DRBR,JBar 21.7MM HSAC840 JBX  ,TONN,22,0,22
72,JAVN0054,254551,.,2025-12-02 00:00:00,5,1,2025-12-17 00:00:00,QF,HSAC840219DRBGL,CHARPY TESTED JBAR 21.9MM HSAC840 JXGL  ,TONN,66,0,66
72,JAVN0054,254695,.,2025-12-08 00:00:00,1,1,2025-12-23 00:00:00,QF,HSAC840219DRBR,JBar 21.9MM HSAC840 JX  ,TONN,22,0,22
72,JAVN0054,254695,.,2025-12-08 00:00:00,2,1,2025-12-23 00:00:00,QF,HSAC840219DRBR,JBar 21.9MM HSAC840 JX  ,TONN,154,0,154
72,JAVN0054,254695,.,2025-12-08 00:00:00,3,1,2025-12-23 00:00:00,QF,HSAC840217DRBR,JBar 21.7MM HSAC840 JBX  ,TONN,22,0,22
72,JAVN0054,254695,.,2025-12-08 00:00:00,4,1,2025-12-23 00:00:00,QF,HSAC840217DRBR,JBar 21.7MM HSAC840 JBX  ,TONN,22,0,22
72,JAVN0054,254841,.,2025-12-15 00:00:00,1,1,2025-12-30 00:00:00,QF,HSAC840219DRBR,JBar 21.9MM HSAC840 JX  ,TONN,22,0,22
72,JAVN0054,254841,.,2025-12-15 00:00:00,2,1,2025-12-30 00:00:00,QF,HSAC840219DRBR,JBar 21.9MM HSAC840 JX  ,TONN,132,0,132
72,JAVN0054,254841,.,2025-12-15 00:00:00,3,1,2025-12-30 00:00:00,QF,HSAC840217DRBR,JBar 21.7MM HSAC840 JBX  ,TONN,22,0,22
72,JAVN0054,254841,.,2025-12-15 00:00:00,4,1,2025-12-30 00:00:00,QF,HSAC840217DRBR,JBar 21.7MM HSAC840 JBX  ,TONN,22,0,22
72,JAVN0054,254841,.,2025-12-15 00:00:00,5,1,2025-12-30 00:00:00,QF,HSAC840219DRBGL,CHARPY TESTED JBAR 21.9MM HSAC840 JXGL  ,TONN,44,0,44
72,JAVN0072,254100,.,2025-11-04 00:00:00,1,1,2025-11-12 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,60,0,60
72,JAVN0176,249718,*,2025-02-26 00:00:00,1,1,2025-02-27 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
72,JAVN0176,249718,*,2025-02-26 00:00:00,2,1,2025-02-27 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
72,JAVN0176,249733,*,2025-02-26 00:00:00,2,1,2025-02-27 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
72,JAVN0238,253850,.,2025-10-23 00:00:00,1,1,2025-10-31 00:00:00, ,7CONSPEELER,Consumables Peeler  ,EA,80,0,80
72,JAVN0238,253850,.,2025-10-23 00:00:00,2,1,2025-10-31 00:00:00, ,7CONSPEELER,Consumables Peeler  ,EA,80,0,80
72,JAVN0238,253850,.,2025-10-23 00:00:00,3,1,2025-10-31 00:00:00, ,7CONSPEELER,Consumables Peeler  ,EA,80,0,80
72,JAVN0238,253850,.,2025-10-23 00:00:00,4,1,2025-10-31 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
72,JAVN0327,254158,.,2025-11-09 00:00:00,1,1,2025-12-10 00:00:00,Q2,AFP2413101004G,MESH RIB 2.40MX1.30M 100X100 APT 4.0MM WIRE GAL  ,EA,2000,0,2000
72,JAVN0327,254300,.,2025-11-17 00:00:00,1,1,2025-12-02 00:00:00,Q2,AF52121510056GL,MESH ROOF 5.25MX1.20M 150X100 APT 5.6MM WIRE GAL  ,EA,400,0,400
72,JAVN0327,254300,.,2025-11-17 00:00:00,2,1,2025-12-02 00:00:00,Q2,AF52121510056RC,MESH ROOF 5.25MX1.20M 150X100 APT 5.6MM RESIN COATED  ,EA,400,200,200
72,JAVN0327,254524,.,2025-12-01 00:00:00,1,1,2026-01-01 00:00:00,Q2,AF52121510056RC,MESH ROOF 5.25MX1.20M 150X100 APT 5.6MM RESIN COATED  ,EA,400,0,400
72,JAVN0327,254688,.,2025-12-08 00:00:00,1,1,2026-01-08 00:00:00,Q2,AFP2413101004G,MESH RIB 2.40MX1.30M 100X100 APT 4.0MM WIRE GAL  ,EA,2000,0,2000
72,JAVN0643,252849,-,2025-08-27 00:00:00,2,1,2025-08-29 00:00:00,QF,CS290X18MMG,Coil 290x1.8mm Galvanised  ,TONN,8.465,6.292,2.173
72,JAVN0643,253975,-,2025-10-29 00:00:00,2,1,2025-10-31 00:00:00,QF,CS290X18MMG,Coil 290x1.8mm Galvanised  ,TONN,6.222,0,6.222
72,JAVN1157,250848,.,2025-05-05 00:00:00,1,1,2025-05-13 00:00:00,QZ,SMB5414101005C,MESH ROOF 5.40 M X 1.40M 100X100 APT 5.0MM WIRE IMB5-44-5414-JEN,EA,540,0,540
72,JAVN1157,250874,.,2025-05-06 00:00:00,1,1,2025-05-14 00:00:00,QZ,SMB5414101005C,MESH ROOF 5.40 M X 1.40M 100X100 APT 5.0MM WIRE IMB5-44-5414-JEN,EA,60,0,60
72,JAVN1157,250874,.,2025-05-06 00:00:00,2,1,2025-05-14 00:00:00,QZ,SMB5414101005C,MESH ROOF 5.40 M X 1.40M 100X100 APT 5.0MM WIRE IMB5-44-5414-JEN,EA,480,0,480
72,JAVN1157,250874,.,2025-05-06 00:00:00,3,1,2025-05-14 00:00:00,QZ,SMB5414101005C,MESH ROOF 5.40 M X 1.40M 100X100 APT 5.0MM WIRE IMB5-44-5414-JEN,EA,480,0,480
72,JAVN1157,251239,.,2025-05-23 00:00:00,1,1,2025-05-30 00:00:00,QZ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,EA,2400,2200,200
72,JAVN1157,251832,.,2025-06-30 00:00:00,1,1,2025-07-07 00:00:00,QZ,CCP4824101005,Mine Mesh 4.8 M x 2.4M 100 x 100 Apt 5mm Wire -Blk IMB5-44-4824,EA,500,0,500
72,JAVN1157,251871,.,2025-07-01 00:00:00,1,1,2025-07-08 00:00:00,QZ,GXB501710154G,GX MESH ROOF 5.00M X 1.70M 100X150 APT 4.00MM WIRE - GAL  ,EA,960,480,480
72,JAVN1157,251892,.,2025-07-01 00:00:00,1,1,2025-07-15 00:00:00,QZ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,EA,4400,3300,1100
72,JAVN1157,251912,.,2025-07-02 00:00:00,1,1,2025-07-17 00:00:00,QZ,GXB5614101004G,GX MESH ROOF 5.60M X 1.40M 100X100 APT 4.0MM WIRE - GAL  ,EA,2160,2013,147
72,JAVN1157,253023,.,2025-09-07 00:00:00,1,1,2025-09-15 00:00:00,QZ,GXB48121010VGDE,GX MESH - ROOF 4.8M X 1.2M GAL DENDROBIUM MAT # 10992135,EA,25,0,25
72,JAVN1157,253407,.,2025-09-28 00:00:00,1,1,2025-10-05 00:00:00,QZ,SMF1716101003G,"RIB MESH 1.7M X 1.6M, 100X100 APT & 3.15MM GAL WIRE  ",EA,1600,0,1600
72,JAVN1157,253443,.,2025-09-30 00:00:00,1,1,2025-10-07 00:00:00,QZ,SMF1711151504UW,MESH - RIB 1.7M X 1.1M 150X150MM APT GLENCORE COAL MAT # 400208837 - ULAN WEST,EA,2000,0,2000
72,JAVN1157,253895,.,2025-10-26 00:00:00,1,1,2025-11-03 00:00:00,QZ,SMF4524101005,MESH Mine 4.5M X 2.4M 100X100 APT 5.0MM WIRE  ,EA,500,0,500
72,JAVN1157,254157,.,2025-11-09 00:00:00,1,1,2025-12-31 00:00:00,QZ,SMB5112151504,150x150x5100x1150x4x5 - DEN2 IMB45-66-5111-DEN2,EA,1440,1140,300
72,JAVN1157,254157,.,2025-11-09 00:00:00,2,1,2025-12-31 00:00:00,QZ,SMB5118151505,150x150x5100x1700x4x5 IMB45-66-5117-DEN,EA,540,540,0
72,JAVN1157,254301,.,2025-11-17 00:00:00,1,1,2025-12-02 00:00:00,QZ,GXB50121010VGOC,GX MESH - ROOF 5.0M X 1.2M GAL GLENCORE COAL MAT # 400037854 - OAKY CREEK,EA,1280,640,640
72,JAVN1157,254308,.,2025-11-17 00:00:00,1,1,2025-11-25 00:00:00,QZ,SMB5113515105S,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,EA,1584,1518,66
72,JAVN1157,254310,.,2025-11-17 00:00:00,1,1,2025-11-25 00:00:00,QZ,CC2015101004G,Mesh Rib 2M x 1.5M 100 x 100 Apt 4.0mm wire Gal IMG4-44-2015-JNA,EA,6000,4000,2000
72,JAVN1157,254311,.,2025-11-17 00:00:00,1,1,2025-11-25 00:00:00,QZ,SMB5016151005S,MESH ROOF 5.00MX1.55M 100X100 APT 5.0MM WIRE SLG IMB5-46-5016-JNA,EA,1188,0,1188
72,JAVN1157,254442,.,2025-11-25 00:00:00,1,1,2025-12-31 00:00:00,QZ,GXB50121010VGOC,GX MESH - ROOF 5.0M X 1.2M GAL GLENCORE COAL MAT # 400037854 - OAKY CREEK,EA,1280,0,1280
72,JAVN1157,254443,.,2025-11-25 00:00:00,1,1,2025-12-03 00:00:00,QZ,SMB5113515105S,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,EA,1584,1188,396
72,JAVN1157,254507,.,2025-11-30 00:00:00,1,1,2025-12-08 00:00:00,QZ,SM5H501610104G,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,EA,5360,1280,4080
72,JAVN1157,254522,.,2025-12-01 00:00:00,1,1,2025-12-09 00:00:00,QZ,CCP48241010056G,Mine Mesh 4800X2400mm 100x100mm Apt 5.6mm wire Galv IMG5H-44-4824,EA,500,0,500
72,JAVN1157,254558,.,2025-12-02 00:00:00,1,1,2025-12-10 00:00:00,QZ,SMB5113515105S,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,EA,1584,0,1584
72,JAVN1157,254736,.,2025-12-09 00:00:00,1,1,2025-12-17 00:00:00,QZ,SM5H501610104G,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,EA,480,0,480
72,JAVN1157,254763,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00,QZ,SMF24151010034G,MESH RIB 2.40MX1.50M 100X100 APT 3.0/4.0MM WIRE -G IMG34-44-2415-JAS,EA,150,100,50
72,JAVN1157,254799,.,2025-12-11 00:00:00,1,1,2026-03-01 00:00:00,QZ,SMF251803GCD,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE  ,EA,3000,0,3000
72,JAVN1157,254800,.,2025-12-11 00:00:00,1,1,2026-04-01 00:00:00,QZ,SMF251803GCD,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE  ,EA,3000,0,3000
72,JAVN1157,254809,.,2025-12-14 00:00:00,1,1,2026-01-05 00:00:00,QZ,CCP48241010056G,Mine Mesh 4800X2400mm 100x100mm Apt 5.6mm wire Galv IMG5H-44-4824,EA,500,0,500
72,JAVN1157,254809,.,2025-12-14 00:00:00,2,1,2026-01-05 00:00:00,QZ,CCP4824101005,Mine Mesh 4.8 M x 2.4M 100 x 100 Apt 5mm Wire -Blk IMB5-44-4824,EA,500,0,500
72,JAVN1157,254813,.,2025-12-14 00:00:00,1,1,2025-12-29 00:00:00,QZ,SMB5112151504,150x150x5100x1150x4x5 - DEN2 IMB45-66-5111-DEN2,EA,1260,0,1260
72,JAVN1157,254813,.,2025-12-14 00:00:00,2,1,2025-12-29 00:00:00,QZ,SMB5118151505,150x150x5100x1700x4x5 IMB45-66-5117-DEN,EA,1080,0,1080
72,JAVN1157,254834,.,2025-12-14 00:00:00,1,1,2025-12-22 00:00:00,QZ,CC5014101005,MESH ROOF 5.00MX1.35M 100X100 APT 5.0MM WIRE IMB5-44-5014-JNA,EA,396,363,33
72,JAVN1157,254853,.,2025-12-15 00:00:00,1,1,2026-02-01 00:00:00,QZ,SMB561604GCD,MESH ROOF 5.6MX1.6M 100X100 APT 4.0MM&5.0MM WIRE MM0207,EA,2000,0,2000
72,JAVN1157,254854,.,2025-12-15 00:00:00,1,1,2026-04-01 00:00:00,QZ,SMB561604GCD,MESH ROOF 5.6MX1.6M 100X100 APT 4.0MM&5.0MM WIRE MM0207,EA,2000,0,2000
72,JAVN1241,253773,.,2025-10-20 00:00:00,1,1,2025-10-28 00:00:00, ,719MMPSTRAPBLK,SP15090B 19MM PLASTIC STRAP BLACK,EA,52,40,12
72,JAVN1330,252848,-,2025-08-27 00:00:00,1,1,2025-08-29 00:00:00,QF,CS150X5MMX,Coil 5x150mm XTRAFORM 400SF,TONN,172.688,57.706,114.982
72,JAVN1330,252848,-,2025-08-27 00:00:00,3,1,2025-08-29 00:00:00,QF,CS200X6MMX,Coil 200x6 XTRAFORM SF PO  ,TONN,147.53,130.65,16.88
72,JAVN1395,254678,.,2025-12-07 00:00:00,1,1,2025-12-15 00:00:00, ,SJCP2830K38LG,Galvanise Combi plate JCP2830K38L,EA,1000,0,1000
72,JAVN1395,254678,.,2025-12-07 00:00:00,2,1,2025-12-15 00:00:00, ,SJK15150538RG,Galvanize Kanga Plate 150*150*5.38,EA,2940,0,2940
72,JAVN2081,252153,-,2025-07-16 00:00:00,2,1,2025-09-04 00:00:00, ,7CIP2572MKY103,Cable Line Machinery Production Dr MKY103,EA,1,0,1
72,JAVN2348,253327,.,2025-09-23 00:00:00,1,1,2025-09-24 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
72,JAVN2348,253375,.,2025-09-25 00:00:00,1,1,2025-10-03 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
72,JAVN2348,253784,.,2025-10-21 00:00:00,1,1,2025-10-28 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
72,JAVN2353,254348,.,2025-11-19 00:00:00,1,1,2025-11-27 00:00:00, ,7PROMOGOODS,PROMOTIONAL GOODS  ,EA,57,0,57
72,JAVN2356,254199,.,2025-11-10 00:00:00,1,1,2025-12-05 00:00:00,QF,SMF251803GCD,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE  ,EA,3000,2100,900
72,JAVN2496,252167,-,2025-07-17 00:00:00,1,1,2025-08-07 00:00:00, ,7CIP2572MKY099,Cable threader - Tex cables Production Dr MKY099,EA,1,0,1
72,JAVN2712,250529,*,2025-04-16 00:00:00,1,1,2025-04-17 00:00:00, ,7TRAINING,Training Expense  ,EA,2,0,2
72,JAVN2847,241247,-,2023-07-24 00:00:00,4,1,2025-01-27 00:00:00, ,7CIP2372MKY066,"1.5"" National Threader MKY066",EA,1,0,1
72,JAVN2959,254465,QLD Regrinds,2025-11-26 00:00:00,1,1,2026-03-01 00:00:00, ,7FATOOLSDIES,FIXED ASSETS - TOOLS & DIES  ,EA,60,0,60
72,JAVN2988,251382,.,2025-06-03 00:00:00,1,1,2025-06-10 00:00:00, ,7COMPSUPPORT,Computer Support Exp  ,EA,1,0,1
72,JAVN3097,251894,.,2025-07-01 00:00:00,1,1,2025-07-09 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
72,JAVN3104,252022,-,2025-07-09 00:00:00,1,1,2025-07-16 00:00:00, ,7TRAININGSALES,Training - Sales  ,EA,1,0,1
72,JAVN3143,254502,Capex MKY113,2025-11-30 00:00:00,1,1,2026-01-01 00:00:00, ,7CIP2572MKY113,HST Tensile Testing Machine MKY113,EA,1,0,1
73,JAVN0087,254804,.,2025-12-14 00:00:00,1,1,2026-01-05 00:00:00, ,7CIP2573HEN001,FLAMMABLE GOODS STORAGE CAB HEN001,EA,1,0,1
73,JAVN0087,254804,.,2025-12-14 00:00:00,2,1,2026-01-05 00:00:00, ,7CIP2573HEN001,FLAMMABLE GOODS STORAGE CAB HEN001,EA,1,0,1
73,JAVN0863,252276,-,2025-07-23 00:00:00,1,1,2025-08-07 00:00:00, ,7CIP2573LAN093,Cold Saw LAN093,EA,1,0,1
73,JAVN1026,253552,.,2025-10-07 00:00:00,1,1,2025-10-15 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,16,0,16
73,JAVN1026,253552,.,2025-10-07 00:00:00,2,1,2025-10-15 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
73,JAVN1157,254532,.,2025-12-01 00:00:00,1,1,2025-12-02 00:00:00,WZ,MS45241010056G,"MESH SEISMIC 4.5MX2.4M, 100X100MM APT 5.6MM GAL IMG5H-44-4524-SM",EA,800,400,400
73,JAVN1157,254718,.,2025-12-09 00:00:00,1,1,2025-12-10 00:00:00,WZ,CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,EA,1300,1150,150
73,JAVN1157,254720,.,2025-12-09 00:00:00,1,1,2025-12-10 00:00:00,WZ,CCP50241010056G,Mine Mesh 5000mm long IMG5H-44-5024,EA,800,0,800
73,JAVN1157,254735,.,2025-12-09 00:00:00,1,1,2025-12-24 00:00:00,WZ,CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,EA,1000,500,500
73,JAVN1157,254738,.,2025-12-10 00:00:00,1,1,2025-12-24 00:00:00,WZ,CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,EA,1100,550,550
73,JAVN1259,254407,-,2025-11-24 00:00:00,2,1,2025-11-24 00:00:00, ,7CIP2573LAN096,Robotic FL Crimp Multi Cell LAN096,EA,1,0,1
73,JAVN1259,254407,-,2025-11-24 00:00:00,3,1,2025-11-24 00:00:00, ,7CIP2573LAN096,Robotic FL Crimp Multi Cell LAN096,EA,1,0,1
73,JAVN1595,254404,.,2025-11-24 00:00:00,1,1,2025-12-02 00:00:00, ,7RPRMTCEROLFOR,Repair & Mtce  Rollformer  ,EA,2,0,2
73,JAVN1693,252443,.,2025-08-04 00:00:00,1,1,2025-08-12 00:00:00, ,7RMPULLTESTKIT,REPAIR & MTCE PULL TEST KIT  ,EA,1,0,1
73,JAVN1897,253504,.,2025-10-02 00:00:00,1,1,2025-12-12 00:00:00, ,7RPRFRICLOKWELD,R&M - Friction Lok Welder  ,EA,1,0,1
73,JAVN1957,254588,.,2025-12-03 00:00:00,1,1,2025-12-11 00:00:00,WF,PCT30*3000,RESIN INSERTER TUBE ONLY PVC 30MM X 3.0M  ,EA,500,0,500
73,JAVN2003,254893,.,2025-12-17 00:00:00,1,1,2026-01-05 00:00:00, ,SJFL4724G,Galvanise Fric Lok M47x2.4M,EA,1800,0,1800
73,JAVN2003,254893,.,2025-12-17 00:00:00,2,1,2026-01-05 00:00:00, ,SJFL4709G,Galvanise Fric Lok M47x.9M,EA,3450,0,3450
73,JAVN2003,254897,.,2025-12-17 00:00:00,1,1,2025-12-29 00:00:00, ,SJFL4724G,Galvanise Fric Lok M47x2.4M,EA,3150,0,3150
73,JAVN2199,254583,.,2025-12-03 00:00:00,1,1,2025-12-18 00:00:00,WF,4HOOKHANGER,4 HOOK SERVICE HANGER  ,EA,40,20,20
73,JAVN2353,254349,.,2025-11-19 00:00:00,1,1,2025-11-27 00:00:00, ,7PROMOGOODS,PROMOTIONAL GOODS  ,EA,57,0,57
73,JAVN2479,253839,.,2025-10-22 00:00:00,1,1,2025-10-30 00:00:00, ,7CONSROLLFORM,Consumables - Rollformer  ,EA,3,0,3
73,JAVN2479,253839,.,2025-10-22 00:00:00,2,1,2025-10-30 00:00:00, ,7CONSROLLFORM,Consumables - Rollformer  ,EA,1,0,1
73,JAVN2479,253839,.,2025-10-22 00:00:00,3,1,2025-10-30 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
73,JAVN2639,254664,WA Order,2025-12-07 00:00:00,1,1,2026-03-01 00:00:00,WF,BW152MM,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,EA,15000,0,15000
73,JAVN2639,254664,WA Order,2025-12-07 00:00:00,2,1,2026-03-01 00:00:00,WF,FBRING47,Friction Lok Ring. 47 Dia Drg FL0005 Rev 2,EA,200000,0,200000
73,JAVN2702,251709,.,2025-06-23 00:00:00,1,1,2025-06-23 00:00:00, ,7RPRFRICLOKWELD,R&M - Friction Lok Welder  ,EA,1,0,1
73,JAVN2733,254304,-,2025-11-17 00:00:00,1,1,2025-12-31 00:00:00,WF,CS107.5X3.2MM,Coil 107.5X3.2MM HA350  ,TONN,650,587,63
73,JAVN2733,254812,-,2025-12-14 00:00:00,1,1,2026-01-31 00:00:00,WF,CS107.5X3.2MM,Coil 107.5X3.2MM HA350  ,TONN,650,0,650
