Sales Qty,,,,,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,MTD CY-1,MTD CY-1,MTD CY-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MTD-1,MTD-1,MTD-1,MTD-3,MTD-3,MTD-3,MTD-2,MTD-2,MTD-2,MTD-2,MTD,MTD,MTD,Open
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JIHS06         ,10T MONO STRESSING JACK TAILPIPE ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JIHS07         ,10T SEAL KIT ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JIHS09         ,TAIL PIPE SPRING ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JK20200550H2LG ,KANGA PLATE 200X200X5MM 50MM HOLE 2 HANGERS LOOP G 500 PLATES PER PALLET,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,,,,,15680,7840,,16660,18620,7840,3920,9800,,,,,,,,,,,,,,,,,15680,,,,7840,,,,,,,,8820,,7840,,7840,,,,,3920,,,,,,,,,,,,10780,,,7840,,,3920,,5880,17640
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),JTW152IHS      ,TENSIONER WEDGES 15.2MM X 10T ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),MS30241010056GD,"MESH SEISMIC 3.0MX2.4M, 100X100MM APT 5.6MM GAL IMG5H-44-3024-JEN-SSP DOUBLE TRAM",,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),PULL39G        ,Pull Collar 39mm Galvanised,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,,150,,4000,2000,,1750,600,1000,1700,150,,,,,,,,150,,,,,,,,,2000,2000,,,,2000,,,,,,,1500,,,250,,,,,,,,,,,,,,1000,,700,600,,,,,,1000,,,150,1350
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),T38D47FL10     ,DOLLIE T38 COMBINATION FRICTION LOK ,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),TENS10152      ,10T tensioner head C/W 15.2mm jaw C/Sling Tensio,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,KCGM (MT CHARLOTTE) (JA287),XC2402MA       ,"CORDLESS PUMP, HYDRAULIC, DOUBLE ACTING, 4/3 VALVE ",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,,,520,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,,,500,500,,,450,850,500,750,900,1250,350,,,,,500,,,,,,,,,,,,,,,,,,450,450,,,400,,,500,,,,,,500,,500,,,,,,,500,,,750,400,,350,,400,,,,350,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,,500,5000,4000,5800,,,,,,,,,,,,5000,,,,,4000,,,4000,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,,2400,,,,1200,1350,1200,2100,,2550,1200,,,,,,,,,,,,,,,,,,,1200,,,,,,1350,,,,,,,1200,,,,,,,,,,,,,2400,,2550,,,,2100,,,,,,,1200,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,,,1350,,,450,,600,,450,900,,,,,,1350,,,,,,,,,,,,,,,,450,,,,,,,,,600,,,,,,450,,,,,,,,,,,900,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JFL4718G       ,FRICTION LOK BOLT 47MMX1800MM - GAL 150 BOLTS PER PACK,,,1500,1200,900,1950,900,2250,1050,3150,2700,3150,1800,,,,,1200,,,,,900,,,,,,,1050,900,,,900,,,1200,,,,1050,,,1050,,,,,,900,,,,,,,,1500,,2250,900,1050,1200,900,,,1800,,900,900,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,,2100,3300,3750,3900,1800,3600,2100,3600,2250,5400,4950,,,,,3300,,,,,,,1800,1950,,,1800,,2100,,,1800,,,1800,,,,1800,,,2100,,,,,,,,,,,,,,2100,2100,3300,,,1800,1800,,,,2250,2250,,2700,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JFL4730G       ,FRICTION LOK BOLT 47MMX3000MM - GAL 150 BOLTS PER PACK,,,,300,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,,3920,,,,1960,,,2940,,1960,,,,,,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,3920,,1960,,,,2940,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),JR20200450G    ,ROLL TOP PLATE 200X200X4MM 50MM HOLE GAL 500 PLATES PER PALLET,,,,,,5500,4000,7500,5000,6000,9500,11500,2500,,,,,,,,,,,,,,,,,,5500,,2000,,2000,,2500,2000,,,3000,2500,,,2500,1000,,1000,,2000,2000,,,,,,,,,9500,,2000,2000,,,2000,3500,2000,1000,,1500,4000
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,300,100,100,350,200,225,175,400,350,400,,,,,,,,,,100,100,,,150,,,100,,100,,100,100,,100,,125,,,,,125,,50,,,100,150,100,300,,,,,,,300,,100,,200,,100,,100,,,,,,300
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (GRIFFIN MINE) (JA564),SMF45171010056G,MESH MINE 4.5MX1.7M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4517_JEN,,,,,,350,,,,,250,250,,,,,,,,,,,,,,,100,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,250,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),10TCABLEKIT152 ,10T CABLE TENSIONING KIT ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,,,,,420,,,330,,,,,,,,,,,,,,,420,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),C604           ,ENERPAC HIGH FLOW HYDRAULIC COUPLER- COMPLETE SET ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,,,300,,,1800,1650,1050,,1250,1500,400,1050,,,,,,,,,,,,,,1250,,,,550,550,1100,,,,,,,,1050,,,,,,,,,,400,,,,,,300,,,,,550,700,,,1500,,,,1050,,1100
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JCB15153TS1BM  ,"C/BOLT Twin 15.2mm X 15.3M ,1 Bulb/M 300MM Tail ",,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,250,,11250,,,,8750,3750,,8750,8000,3750,,,,,,,250,,11000,,,,,,,,,,,,,,,3750,5000,,,,,,3750,,,,,,3750,,250,,,,,,,,3000,5000,,,,5000,,,,3750,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,,,,3000,,,1500,2250,900,1200,2100,900,,,,,,,,,,1500,1500,,,,,,,,,,,,,1500,,,,,1200,,,1050,,,,,,,,,,,,,,,600,1500,,,900,,,,1200,900,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JFL4721G       ,FRICTION LOK BOLT 47MMX2100MM - GAL 150 BOLTS PER PACK,,,,,,,,4500,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,4500,,,,,,,,,,,,,,1500,,,,,,,,,900,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,150,,3450,7950,,,7500,3750,,10050,5700,3000,,,,,,,150,3300,6600,1350,,,,,,,,,,,,,,3150,,,,4350,,,3750,,,,,,,3300,150,,,,,,,,2250,150,,,,5700,4350,,,3000,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JIHS05         ,10T MONO JACK FLAT NOSE ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JIHS06         ,10T MONO STRESSING JACK TAILPIPE ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JIHS07         ,10T SEAL KIT ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JIHS09         ,TAIL PIPE SPRING ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,,,,1960,,,1960,1960,,1960,980,1960,,,,,,,,,,1960,,,,,,,,,,,,,,1960,,,,,,,1960,,,,,,,,,,,,,,,,980,,,,,1960,,,,,,1960,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),JTW152IHS      ,TENSIONER WEDGES 15.2MM X 10T ,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),M20COUPLERG    ,J-TECH COUPLER 20MM - GALVANISED 50 UNITS PER PACK,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,150,,150,300,425,300,300,125,300,200,250,,,,,,,,150,,,300,,,,,,,300,125,175,125,,,100,,100,,,100,,125,,,100,,,,,100,150,,,,,,,150,,,100,100,,,200,,,,,,300
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (HBJ - STH KAL) (JA424),T38D47FL10     ,DOLLIE T38 COMBINATION FRICTION LOK ,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,,,,,720,510,570,810,,,,,,,,,,,,,,,720,,,270,,,240,,,330,240,,,210,360,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,,,,,600,1100,1650,1300,550,1750,1000,2150,800,,,,,,,,,,600,,,,400,,400,,300,550,550,,550,150,,50,,550,550,550,,,,,,550,250,,450,,,,,,,,700,1000,,600,,600,250,,,500,300,,500,500
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,,,,8000,,,6000,4750,4000,9000,15500,,,,,,,,,,,1500,6500,,,,,,,,,,,,,,,,,6000,,,,4750,,,,,,5500,,,,,,,,10000,,,,4000,,5000,,,4000,,,,4250
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,,,,1800,,,900,900,900,2100,2550,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,900,,900,,,,,,,1200,1050,,,,,,,,1500,,,,900,,,,900,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,,,,300,,,,150,450,300,1050,300,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,150,300,,,,150,,,,,,,,,750,,300,,150,,,,150,,,,300,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,,,6600,1350,,,5550,4650,8250,5550,14550,,,,,,,,,6600,1350,,,,,,,,,,,,,,,,,,3300,2250,,,4650,,4200,,,,5550,4350,,,,,,,,6900,3300,,,4050,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,,,,1960,,,,1960,2940,1960,3920,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,1960,,,,,,1960,980,,,,,,,,1960,980,,1960,980,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,,,300,525,300,200,100,500,300,100,150,,,,,,,,,,300,,,,,,225,,300,,300,,,,,,,200,,,,,100,,,,,100,,,,,,,,,,100,,200,150,150,100,,,100,,150,,250
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (KANOWNA) P/L (JA433),T38D47FL10     ,DOLLIE T38 COMBINATION FRICTION LOK ,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,,330,360,420,510,450,360,690,,300,510,,390,,,,,,,420,,,,510,,,,330,450,,,,360,,,,360,330,,,,,,,,,,,,,,,,,,,360,,,,,300,,,,,510,,390,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,1000,450,,850,450,900,400,900,400,450,900,600,550,450,550,,,,850,,,,450,,,,500,,,,400,,,,400,,450,,,,450,,,400,,,450,,,500,,,,,,,,,,,600,,450,,,400,,,,550,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),EB2406B        ,EYE BOLT 24MM X 600MM ,40,12,37,29,30,30,20,50,61,,50,,50,10,,17,,,11,,18,,10,,20,,10,,,,20,,,10,10,20,,,12,30,,,11,,50,,,,,,,,13,,22,,15,,,,,,,,,,50,,50,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,,60,60,60,,40,40,40,40,40,60,60,,,,,,60,,,,,,60,,,,,,,,40,,,,,40,,,,,40,,,,,,,,,,,,60,,,,60,,,,,40,,,40,,60,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JCB15065TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.5M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,250,,200,200,300,,,200,,500,,,,,,,,,200,,,,200,,,,,300,,,,,,,,,,250,,,200,,,,,,,,300,,,,,,,,,,,,,,,,100,100,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JCB1509TS1BM   ,"CABLE BOLT TWIN 15.2MM X 9.0M, 1 BULB/M 300MM TAIL ",,,,,,,,,100,,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,500,500,,500,,,,,,,,,,,,250,,,,,,,,,500,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JF202010202    ,FLAT PLATE 200X200X10MM 2 X 20MM HOLES BLACK 250 PLATES PER PALLET,,250,,250,250,250,250,,250,,250,250,250,,,,,,,250,,,250,,,,,250,250,,,,,,250,,,,,,,,,250,,,,,,250,,,,,,,,,,250,,,,,,,,,250,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,1650,600,750,1350,1500,750,1350,1350,1200,1200,600,1500,750,900,,,,750,600,,,,,900,600,,,,750,,,,600,750,,600,,750,600,,,600,,,600,600,,,600,,,,750,,750,,,,600,900,,,600,,,,,,750,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,600,600,450,600,,450,450,,600,,900,600,,,,,,450,,,,,,600,,,600,,,,,,,450,,,,,,450,,,,,,,,,,,,,,600,,,,,300,600,,,600,,,,,600,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,4500,3450,2850,2700,2700,5550,3600,4500,4800,4950,3300,4200,3900,1500,,1800,,,1500,1200,,,1800,900,,1800,,900,1050,,2700,,1650,900,1050,1350,900,,1500,2250,,,3600,,1200,,1050,2850,900,1050,1200,,1200,,900,,1050,900,,1800,1200,,2100,,,,1350,,,1500,2400,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JFL4730G       ,FRICTION LOK BOLT 47MMX3000MM - GAL 150 BOLTS PER PACK,,,,,150,,,,,300,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,1960,1960,1960,2940,1960,980,2940,,980,1960,,1960,,980,,980,,,1960,,980,,,,1960,,,1960,980,,,,980,980,980,,,,,,,,,,980,980,,,,,,,,,1960,,,,980,980,,980,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),JR20200450G    ,ROLL TOP PLATE 200X200X4MM 50MM HOLE GAL 500 PLATES PER PALLET,4000,2000,3000,4000,2000,4000,6500,3500,4000,3000,7500,3000,1000,2000,,,1000,,2500,1500,,1000,,,,1000,2000,,,,2000,,2500,3000,1000,1500,,2000,1000,,,1500,1500,,1000,1000,,,1500,1000,500,,2000,,1000,1000,1000,,,2000,500,1000,1000,,3500,,1500,,,1000,,3500
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (PORPHYRY SITE) (JA462),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,250,200,450,,350,250,250,,400,200,,100,,,,,,250,,,200,,,,,,,350,,,,250,,,,,250,250,,,,,,,,,,,200,,,,,200,,,,,,,200,,200,,,,,,100,,100
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),BW152MMD3R     ,BARREL & WEDGE TO SUIT 15.2MM CABLE 3XO-RING DOMED ,270,810,540,,200,,360,270,,,540,270,150,,,270,,,,,,,,,,200,,270,,,,150,,210,,90,90,,,90,,,,,,,,,,270,,540,,,,270,270,,,,270,,,,,,270,,150,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,,,1000,,800,550,800,450,450,550,750,500,600,,,,,,,,,,800,,,,,,550,,,,,,800,,,,,,450,,,,450,,,550,,,500,,,,,500,500,,,,,,,,250,,500,,,600,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,400,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),EB1606B        ,EYE BOLT 16MM X 600MM HR0074,12,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),EB2406B        ,EYE BOLT 24MM X 600MM ,,,,,20,20,10,20,20,50,,,,,,,,,,,,,,,,20,10,,,10,,10,,,,20,,,,,,20,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,60,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JCB15065TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.5M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,500,200,100,100,,150,150,200,100,100,150,150,,,,150,,,,100,,,,,100,,100,,,,150,,,,,,150,,,,100,,,100,,,,,,,250,,,,200,,,,,150,,,100,,,100,,150,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JCB15095TS1BM  ,"CABLE BOLT TWIN 15.2MM X 9.5M, 1 BULB/M 300MM TAIL ",,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,100,,,,,,,,,,,,,,,,
HROCK WEST,Northern Star Resources       ,NORTHERN STAR (RAMONE MINE) (JA268),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,3500,4000,3500,2750,5500,5500,1500,4000,4500,2500,8750,5750,4000,,,3500,,,2750,,,,3500,,,2000,3500,2250,,,2000,,,1500,,,2500,,,1500,,1500,,3000,,,,,,2250,,1750,,,,1750,,1750,,2000,3750,,,2500,,3500,3000,,4000,,,
